date,region,category,unit_price,quantity,discount_pct,revenue
2024-04-02,South,Clothing,34.84,4,0,139.37
2024-04-02,East,Books,24.05,1,0,24.05
2024-04-02,East,Clothing,53.3,2,0,106.6
2024-04-02,South,Sports,49.41,2,0,98.82
2024-04-02,South,Books,10.98,2,0,21.96
2024-04-02,South,Electronics,270.72,2,20,433.15
2024-04-02,North,Clothing,42.38,1,0,42.38
2024-04-02,East,Electronics,284.26,3,15,724.86
2024-04-02,East,Electronics,199.1,3,0,597.3
2024-04-02,East,Clothing,61.88,1,0,61.88
2024-04-02,South,Clothing,39.48,3,0,118.44
2024-04-02,West,Home & Garden,77.0,4,10,277.21
2024-04-02,South,Clothing,29.44,4,0,117.75
2024-04-02,North,Electronics,306.36,3,0,919.07
2024-04-02,North,Electronics,222.52,1,0,222.52
2024-04-03,North,Home & Garden,68.09,2,0,136.18
2024-04-03,South,Clothing,31.7,4,0,126.81
2024-04-03,East,Electronics,312.25,1,15,265.41
2024-04-03,South,Home & Garden,68.72,3,0,206.15
2024-04-03,West,Sports,54.44,3,5,155.16
2024-04-03,North,Home & Garden,82.59,4,0,330.35
2024-04-03,West,Sports,24.29,1,10,21.86
2024-04-03,North,Electronics,232.23,3,0,696.7
2024-04-03,West,Sports,71.3,3,0,213.9
2024-04-03,North,Clothing,49.53,2,0,99.05
2024-04-03,North,Books,26.6,2,0,53.21
2024-04-03,North,Sports,33.83,1,0,33.83
2024-04-03,East,Electronics,192.4,3,5,548.33
2024-04-04,North,Books,26.34,4,0,105.37
2024-04-04,South,Books,22.46,3,10,60.63
2024-04-04,North,Home & Garden,106.11,3,0,318.32
2024-04-04,West,Clothing,27.23,1,0,27.23
2024-04-04,South,Sports,19.45,1,0,19.45
2024-04-04,North,Electronics,271.21,3,10,732.27
2024-04-04,South,Home & Garden,76.05,2,0,152.11
2024-04-04,West,Clothing,58.13,4,0,232.52
2024-04-04,North,Electronics,286.18,3,20,686.84
2024-04-04,East,Electronics,278.75,1,5,264.82
2024-04-04,North,Sports,52.07,3,5,148.39
2024-04-04,East,Home & Garden,70.16,3,0,210.49
2024-04-04,North,Home & Garden,48.41,3,0,145.23
2024-04-04,North,Electronics,198.88,4,0,795.53
2024-04-05,South,Electronics,241.26,4,0,965.05
2024-04-05,West,Electronics,257.6,2,0,515.2
2024-04-05,West,Clothing,42.83,4,0,171.3
2024-04-05,South,Home & Garden,109.43,2,10,196.98
2024-04-05,East,Electronics,281.45,3,0,844.36
2024-04-05,East,Books,19.83,2,0,39.65
2024-04-05,West,Electronics,259.92,4,10,935.72
2024-04-05,South,Books,25.78,1,0,25.78
2024-04-05,North,Sports,54.52,2,0,109.04
2024-04-05,East,Home & Garden,69.94,1,5,66.44
2024-04-05,East,Electronics,236.51,2,0,473.03
2024-04-05,South,Clothing,31.75,2,0,63.5
2024-04-05,North,Home & Garden,90.43,1,0,90.43
2024-04-05,North,Sports,19.86,3,0,59.59
2024-04-05,West,Clothing,35.89,3,5,102.29
2024-04-05,West,Sports,62.82,3,5,179.03
2024-04-05,East,Home & Garden,102.53,3,0,307.58
2024-04-06,West,Clothing,43.23,1,0,43.23
2024-04-06,North,Electronics,101.35,1,0,101.35
2024-04-06,West,Sports,62.89,3,0,188.67
2024-04-06,North,Sports,82.72,3,0,248.16
2024-04-06,South,Home & Garden,88.21,2,0,176.43
2024-04-06,North,Clothing,36.45,3,5,103.87
2024-04-06,North,Clothing,40.57,4,20,129.83
2024-04-06,North,Clothing,45.39,3,0,136.16
2024-04-06,East,Electronics,242.7,4,0,970.81
2024-04-06,North,Home & Garden,102.12,2,0,204.25
2024-04-06,North,Books,21.0,1,0,21.0
2024-04-06,South,Books,21.89,3,10,59.09
2024-04-06,North,Sports,45.81,1,15,38.94
2024-04-06,North,Sports,72.96,4,20,233.48
2024-04-06,North,Electronics,80.78,4,0,323.11
2024-04-06,North,Books,17.5,1,5,16.63
2024-04-06,North,Clothing,47.78,1,0,47.78
2024-04-06,West,Books,24.68,3,5,70.34
2024-04-06,North,Books,23.88,4,10,85.98
2024-04-06,North,Clothing,30.93,1,10,27.84
2024-04-06,East,Home & Garden,84.22,4,20,269.49
2024-04-06,North,Sports,56.43,1,10,50.79
2024-04-07,North,Electronics,279.15,1,20,223.32
2024-04-07,West,Clothing,43.16,2,5,82.01
2024-04-07,East,Electronics,324.11,2,0,648.23
2024-04-07,South,Sports,76.09,3,0,228.26
2024-04-07,South,Clothing,61.07,1,0,61.07
2024-04-07,South,Electronics,245.28,4,0,981.12
2024-04-07,West,Electronics,312.56,4,0,1250.23
2024-04-07,South,Home & Garden,70.02,4,0,280.07
2024-04-07,West,Books,25.99,3,0,77.96
2024-04-07,South,Clothing,39.71,3,0,119.14
2024-04-07,North,Home & Garden,83.9,4,10,302.03
2024-04-07,East,Books,34.68,2,0,69.35
2024-04-07,South,Electronics,185.75,4,0,743.02
2024-04-07,South,Clothing,52.42,1,0,52.42
2024-04-07,South,Home & Garden,71.54,1,0,71.54
2024-04-07,North,Sports,56.03,1,10,50.43
2024-04-07,North,Sports,65.49,1,0,65.49
2024-04-07,East,Sports,59.97,3,0,179.9
2024-04-07,North,Books,19.94,1,0,19.94
2024-04-07,South,Home & Garden,113.01,3,10,305.13
2024-04-07,West,Clothing,37.92,2,0,75.84
2024-04-07,North,Home & Garden,75.69,1,0,75.69
2024-04-07,East,Books,24.96,2,20,39.94
2024-04-07,West,Electronics,325.12,4,10,1170.43
2024-04-08,North,Clothing,45.1,2,0,90.2
2024-04-08,North,Electronics,148.69,3,0,446.06
2024-04-08,West,Home & Garden,66.04,3,0,198.13
2024-04-08,West,Clothing,34.32,1,0,34.32
2024-04-08,South,Books,15.47,1,5,14.69
2024-04-08,North,Electronics,160.99,2,0,321.98
2024-04-08,South,Clothing,39.87,4,0,159.46
2024-04-08,North,Books,10.18,3,10,27.48
2024-04-08,West,Books,12.59,3,5,35.89
2024-04-08,North,Clothing,44.92,2,0,89.84
2024-04-08,North,Clothing,32.33,3,5,92.13
2024-04-08,South,Electronics,274.12,2,0,548.25
2024-04-08,South,Home & Garden,56.47,3,0,169.4
2024-04-08,North,Clothing,30.96,3,0,92.87
2024-04-08,North,Clothing,54.41,3,0,163.23
2024-04-08,South,Home & Garden,57.59,2,5,109.42
2024-04-08,West,Books,16.23,2,0,32.45
2024-04-08,East,Sports,74.61,1,5,70.88
2024-04-08,West,Electronics,171.9,4,0,687.61
2024-04-09,South,Sports,52.1,4,10,187.57
2024-04-09,East,Home & Garden,53.55,4,0,214.21
2024-04-09,North,Electronics,196.16,4,20,627.73
2024-04-09,North,Clothing,54.51,2,0,109.02
2024-04-09,North,Home & Garden,50.47,2,0,100.95
2024-04-09,East,Electronics,362.85,1,0,362.85
2024-04-09,North,Electronics,264.42,1,0,264.42
2024-04-09,East,Sports,47.42,2,10,85.35
2024-04-09,North,Clothing,44.54,3,0,133.61
2024-04-09,West,Clothing,28.41,4,0,113.65
2024-04-09,West,Sports,56.0,1,15,47.6
2024-04-09,West,Clothing,33.98,2,0,67.95
2024-04-09,West,Electronics,207.09,2,10,372.76
2024-04-09,South,Electronics,322.71,1,0,322.71
2024-04-09,South,Clothing,40.39,4,0,161.58
2024-04-09,West,Home & Garden,84.61,2,5,160.77
2024-04-09,South,Clothing,45.24,1,0,45.24
2024-04-09,East,Clothing,32.28,2,0,64.55
2024-04-09,West,Home & Garden,74.26,1,0,74.26
2024-04-09,North,Home & Garden,103.01,3,0,309.03
2024-04-10,East,Sports,33.09,4,0,132.35
2024-04-10,North,Home & Garden,101.66,2,0,203.33
2024-04-10,North,Books,25.05,1,0,25.05
2024-04-10,West,Home & Garden,53.37,3,0,160.1
2024-04-10,East,Home & Garden,133.34,2,5,253.34
2024-04-10,South,Clothing,46.09,4,0,184.37
2024-04-10,West,Electronics,264.38,2,20,423.01
2024-04-10,East,Electronics,257.72,1,0,257.72
2024-04-10,North,Home & Garden,58.68,3,0,176.04
2024-04-10,East,Electronics,246.78,2,0,493.56
2024-04-10,West,Books,16.41,3,0,49.23
2024-04-10,East,Home & Garden,114.18,3,0,342.55
2024-04-10,East,Electronics,232.69,3,0,698.08
2024-04-10,West,Books,16.64,1,0,16.64
2024-04-10,South,Sports,76.7,4,0,306.8
2024-04-10,South,Electronics,308.7,2,10,555.66
2024-04-10,West,Clothing,53.83,3,0,161.5
2024-04-10,South,Electronics,138.89,2,5,263.9
2024-04-10,East,Home & Garden,109.18,4,0,436.72
2024-04-10,North,Clothing,60.08,3,5,171.23
2024-04-11,North,Clothing,59.52,1,5,56.54
2024-04-11,North,Books,20.28,3,0,60.83
2024-04-11,West,Electronics,351.35,2,10,632.44
2024-04-11,South,Electronics,352.13,1,0,352.13
2024-04-11,North,Home & Garden,112.11,4,0,448.43
2024-04-11,East,Clothing,58.77,4,0,235.08
2024-04-11,South,Books,19.0,3,0,57.01
2024-04-11,West,Books,22.18,2,0,44.36
2024-04-11,North,Sports,60.18,1,10,54.16
2024-04-11,North,Home & Garden,78.14,4,0,312.57
2024-04-11,West,Clothing,13.66,2,20,21.86
2024-04-11,East,Sports,76.47,1,5,72.65
2024-04-11,East,Electronics,264.76,1,0,264.76
2024-04-11,North,Electronics,191.3,4,0,765.21
2024-04-11,East,Home & Garden,103.53,1,5,98.35
2024-04-11,South,Home & Garden,64.57,4,0,258.26
2024-04-11,South,Books,21.71,1,0,21.71
2024-04-11,East,Home & Garden,104.87,4,0,419.48
2024-04-11,South,Electronics,360.58,1,10,324.53
2024-04-11,East,Home & Garden,83.99,1,0,83.99
2024-04-12,North,Clothing,42.52,3,0,127.57
2024-04-12,East,Clothing,43.57,2,0,87.13
2024-04-12,West,Clothing,46.97,1,0,46.97
2024-04-12,West,Clothing,23.27,4,0,93.08
2024-04-12,South,Sports,75.92,4,0,303.68
2024-04-12,South,Home & Garden,71.33,2,5,135.53
2024-04-12,North,Electronics,231.37,3,0,694.1
2024-04-12,South,Clothing,26.41,2,0,52.82
2024-04-12,West,Home & Garden,78.51,3,0,235.54
2024-04-12,South,Books,19.08,3,0,57.23
2024-04-12,North,Books,22.05,4,5,83.81
2024-04-12,North,Sports,67.91,2,0,135.82
2024-04-12,North,Electronics,269.36,1,0,269.36
2024-04-12,East,Sports,67.14,2,5,127.56
2024-04-12,East,Sports,50.94,4,5,193.57
2024-04-13,East,Home & Garden,57.97,2,20,92.75
2024-04-13,North,Home & Garden,65.15,2,0,130.3
2024-04-13,West,Electronics,242.75,4,0,971.0
2024-04-13,North,Books,25.93,4,0,103.73
2024-04-13,North,Electronics,131.79,4,0,527.14
2024-04-13,North,Sports,70.95,3,5,202.2
2024-04-13,West,Electronics,191.81,4,0,767.25
2024-04-13,South,Home & Garden,121.75,1,20,97.4
2024-04-13,West,Sports,53.61,4,0,214.42
2024-04-13,East,Books,24.07,3,0,72.2
2024-04-13,North,Home & Garden,63.12,3,0,189.37
2024-04-13,South,Clothing,29.5,2,0,59.0
2024-04-13,North,Electronics,356.26,2,0,712.52
2024-04-13,South,Clothing,57.45,1,0,57.45
2024-04-13,East,Sports,25.88,4,0,103.52
2024-04-13,North,Books,28.2,1,0,28.2
2024-04-13,North,Books,25.39,2,0,50.79
2024-04-13,West,Sports,56.14,1,0,56.14
2024-04-13,North,Clothing,48.12,4,0,192.49
2024-04-13,North,Clothing,38.02,3,15,96.94
2024-04-13,North,Electronics,206.58,1,0,206.58
2024-04-13,North,Home & Garden,101.13,3,0,303.4
2024-04-13,South,Books,24.83,4,15,84.44
2024-04-13,North,Books,22.18,3,10,59.9
2024-04-13,South,Electronics,275.08,2,0,550.15
2024-04-13,West,Clothing,38.43,3,0,115.28
2024-04-13,North,Sports,96.79,2,5,183.89
2024-04-13,East,Books,18.38,4,0,73.5
2024-04-13,South,Electronics,245.84,2,0,491.68
2024-04-14,South,Clothing,55.18,4,0,220.72
2024-04-14,North,Electronics,235.89,4,15,802.02
2024-04-14,South,Sports,58.78,3,0,176.35
2024-04-14,North,Clothing,44.75,2,0,89.5
2024-04-14,East,Sports,72.95,4,0,291.81
2024-04-14,North,Home & Garden,79.69,3,0,239.07
2024-04-14,East,Electronics,314.29,3,5,895.72
2024-04-14,South,Books,16.28,4,0,65.12
2024-04-14,South,Home & Garden,100.43,4,5,381.64
2024-04-14,East,Home & Garden,108.73,1,0,108.73
2024-04-14,North,Clothing,68.47,3,0,205.42
2024-04-14,West,Books,21.39,4,0,85.58
2024-04-14,North,Electronics,289.71,4,10,1042.95
2024-04-14,West,Sports,58.23,1,0,58.23
2024-04-14,West,Clothing,45.74,2,0,91.48
2024-04-14,East,Clothing,27.82,2,15,47.29
2024-04-14,West,Sports,59.45,3,0,178.35
2024-04-15,East,Clothing,25.45,2,0,50.9
2024-04-15,South,Clothing,59.9,1,15,50.92
2024-04-15,East,Clothing,34.26,3,0,102.78
2024-04-15,East,Sports,64.59,2,20,103.35
2024-04-15,South,Electronics,235.56,4,5,895.12
2024-04-15,North,Clothing,51.7,4,15,175.79
2024-04-15,South,Electronics,308.94,1,0,308.94
2024-04-16,East,Home & Garden,89.29,2,0,178.57
2024-04-16,East,Books,23.05,1,0,23.05
2024-04-16,West,Electronics,302.87,1,0,302.87
2024-04-16,East,Home & Garden,73.16,3,0,219.47
2024-04-16,West,Home & Garden,105.66,2,5,200.75
2024-04-16,North,Electronics,254.88,2,0,509.75
2024-04-16,West,Sports,81.11,4,10,291.99
2024-04-16,North,Sports,66.12,3,0,198.35
2024-04-16,East,Clothing,40.78,1,0,40.78
2024-04-16,West,Sports,70.49,3,0,211.48
2024-04-16,West,Books,18.62,3,0,55.86
2024-04-16,East,Sports,34.42,1,5,32.7
2024-04-16,South,Electronics,248.76,4,0,995.02
2024-04-17,West,Electronics,234.51,3,0,703.52
2024-04-17,South,Electronics,162.17,2,0,324.34
2024-04-17,East,Electronics,260.15,1,0,260.15
2024-04-17,South,Electronics,155.39,2,10,279.69
2024-04-17,North,Electronics,289.43,2,0,578.86
2024-04-17,South,Books,16.35,4,0,65.41
2024-04-17,North,Clothing,55.6,4,0,222.41
2024-04-17,East,Clothing,33.12,1,0,33.12
2024-04-17,North,Electronics,184.37,4,0,737.49
2024-04-17,North,Electronics,220.84,3,0,662.52
2024-04-17,East,Electronics,104.65,2,0,209.3
2024-04-17,South,Home & Garden,73.54,4,0,294.16
2024-04-17,East,Sports,54.49,3,0,163.47
2024-04-17,South,Home & Garden,107.31,1,5,101.94
2024-04-18,West,Clothing,44.36,1,0,44.36
2024-04-18,West,Electronics,215.08,3,0,645.23
2024-04-18,North,Electronics,230.5,4,10,829.78
2024-04-18,East,Electronics,251.41,4,5,955.35
2024-04-18,North,Sports,25.84,2,0,51.67
2024-04-18,South,Clothing,64.41,4,20,206.12
2024-04-18,South,Books,20.61,3,0,61.83
2024-04-18,East,Clothing,46.8,1,0,46.8
2024-04-18,South,Sports,41.71,1,0,41.71
2024-04-18,South,Sports,24.32,2,0,48.63
2024-04-18,West,Sports,70.05,2,0,140.1
2024-04-18,South,Books,19.07,3,0,57.21
2024-04-18,North,Home & Garden,91.78,2,5,174.38
2024-04-18,North,Home & Garden,69.42,3,5,197.85
2024-04-18,North,Electronics,182.77,1,0,182.77
2024-04-18,North,Clothing,60.64,1,0,60.64
2024-04-18,North,Home & Garden,106.32,2,0,212.64
2024-04-18,West,Electronics,271.38,2,5,515.63
2024-04-19,South,Books,29.59,3,0,88.76
2024-04-19,North,Clothing,59.07,1,0,59.07
2024-04-19,North,Books,15.33,4,0,61.32
2024-04-19,North,Electronics,227.6,2,5,432.44
2024-04-19,East,Clothing,31.22,2,5,59.32
2024-04-19,South,Clothing,44.52,2,0,89.04
2024-04-19,North,Books,8.21,4,5,31.2
2024-04-19,North,Electronics,324.33,2,0,648.65
2024-04-19,North,Electronics,291.7,4,0,1166.81
2024-04-19,North,Books,22.11,2,0,44.21
2024-04-19,West,Clothing,54.09,2,0,108.17
2024-04-19,South,Sports,36.41,2,0,72.81
2024-04-19,North,Books,14.74,4,0,58.95
2024-04-19,East,Electronics,172.28,3,10,465.15
2024-04-19,West,Home & Garden,99.17,4,0,396.68
2024-04-19,South,Home & Garden,63.85,2,0,127.69
2024-04-19,South,Sports,54.13,1,0,54.13
2024-04-19,North,Clothing,39.44,2,0,78.88
2024-04-19,West,Clothing,37.5,1,0,37.5
2024-04-19,East,Sports,35.91,3,0,107.72
2024-04-20,North,Clothing,49.44,1,5,46.97
2024-04-20,East,Clothing,35.17,2,0,70.34
2024-04-20,South,Electronics,346.53,4,0,1386.11
2024-04-20,South,Clothing,40.02,1,15,34.02
2024-04-20,North,Books,20.04,2,0,40.08
2024-04-20,North,Clothing,21.91,2,5,41.62
2024-04-20,North,Books,14.1,4,5,53.56
2024-04-20,South,Sports,49.91,4,0,199.63
2024-04-20,West,Home & Garden,93.26,4,0,373.03
2024-04-20,South,Clothing,30.03,1,0,30.03
2024-04-20,South,Electronics,264.64,2,0,529.28
2024-04-20,North,Clothing,50.99,2,0,101.99
2024-04-20,South,Sports,47.92,4,0,191.67
2024-04-20,West,Sports,51.59,4,0,206.35
2024-04-20,North,Sports,52.08,4,5,197.9
2024-04-20,East,Home & Garden,100.63,4,0,402.53
2024-04-20,South,Home & Garden,51.82,1,0,51.82
2024-04-20,East,Sports,57.07,4,0,228.27
2024-04-20,East,Home & Garden,90.93,2,0,181.85
2024-04-20,North,Books,21.66,1,0,21.66
2024-04-20,East,Home & Garden,53.34,3,10,144.01
2024-04-20,North,Home & Garden,90.99,3,0,272.97
2024-04-20,North,Home & Garden,66.8,3,0,200.4
2024-04-20,South,Books,28.19,1,15,23.96
2024-04-20,North,Clothing,28.9,1,0,28.9
2024-04-20,East,Electronics,250.68,1,0,250.68
2024-04-21,North,Clothing,28.33,4,0,113.33
2024-04-21,West,Home & Garden,94.19,2,5,178.96
2024-04-21,West,Clothing,43.42,1,0,43.42
2024-04-21,East,Sports,44.98,2,0,89.95
2024-04-21,North,Clothing,45.98,1,0,45.98
2024-04-21,East,Clothing,29.17,4,5,110.84
2024-04-21,West,Clothing,30.4,3,0,91.19
2024-04-21,East,Clothing,62.31,4,0,249.26
2024-04-21,North,Sports,63.12,1,20,50.49
2024-04-21,North,Electronics,231.85,2,0,463.69
2024-04-21,West,Sports,66.66,2,0,133.32
2024-04-21,East,Electronics,319.14,4,0,1276.55
2024-04-21,North,Electronics,231.48,1,20,185.19
2024-04-21,North,Home & Garden,78.84,2,0,157.69
2024-04-21,South,Electronics,320.49,1,10,288.44
2024-04-21,South,Books,23.03,1,0,23.03
2024-04-21,South,Electronics,310.14,1,0,310.14
2024-04-21,North,Home & Garden,63.33,2,0,126.66
2024-04-21,South,Clothing,37.35,3,5,106.45
2024-04-21,East,Clothing,22.8,1,0,22.8
2024-04-21,East,Clothing,55.85,3,10,150.79
2024-04-21,North,Clothing,39.95,2,10,71.91
2024-04-21,East,Sports,63.51,1,5,60.34
2024-04-21,East,Sports,44.76,1,15,38.05
2024-04-21,South,Books,18.16,1,0,18.16
2024-04-21,North,Electronics,290.12,2,5,551.23
2024-04-21,South,Electronics,233.11,2,0,466.22
2024-04-21,North,Electronics,144.94,1,0,144.94
2024-04-21,South,Home & Garden,70.0,3,0,210.01
2024-04-22,North,Electronics,209.33,2,0,418.67
2024-04-22,North,Sports,55.1,2,15,93.67
2024-04-22,North,Electronics,171.01,3,0,513.02
2024-04-22,North,Books,24.84,2,0,49.68
2024-04-22,South,Home & Garden,51.67,4,0,206.7
2024-04-22,South,Sports,50.36,3,0,151.08
2024-04-22,North,Home & Garden,67.92,2,0,135.84
2024-04-22,South,Sports,100.7,2,0,201.41
2024-04-22,East,Electronics,167.5,3,0,502.49
2024-04-22,South,Home & Garden,75.22,3,0,225.67
2024-04-22,East,Clothing,23.69,2,0,47.38
2024-04-22,South,Electronics,289.35,3,0,868.06
2024-04-22,South,Sports,39.9,3,5,113.71
2024-04-22,North,Books,17.57,3,0,52.71
2024-04-22,West,Electronics,328.44,4,5,1248.09
2024-04-22,East,Home & Garden,93.73,2,0,187.47
2024-04-22,South,Electronics,232.83,2,5,442.39
2024-04-22,West,Home & Garden,70.86,3,5,201.94
2024-04-22,North,Books,21.5,2,0,43.01
2024-04-23,South,Sports,71.51,1,0,71.51
2024-04-23,West,Electronics,269.61,4,0,1078.43
2024-04-23,North,Clothing,28.3,3,5,80.65
2024-04-23,West,Sports,73.65,1,0,73.65
2024-04-23,North,Clothing,43.99,2,5,83.58
2024-04-23,South,Clothing,28.76,3,0,86.27
2024-04-23,North,Books,22.22,4,0,88.9
2024-04-23,West,Books,22.55,2,0,45.09
2024-04-23,North,Home & Garden,103.08,2,0,206.16
2024-04-23,North,Books,26.76,3,5,76.27
2024-04-23,East,Clothing,68.62,2,5,130.37
2024-04-23,South,Sports,49.33,4,0,197.3
2024-04-23,South,Books,16.51,4,0,66.06
2024-04-23,East,Sports,50.18,4,0,200.71
2024-04-23,South,Clothing,39.26,2,5,74.59
2024-04-23,North,Clothing,22.35,1,0,22.35
2024-04-23,East,Clothing,46.49,3,0,139.48
2024-04-23,North,Electronics,264.89,4,20,847.63
2024-04-23,North,Books,15.8,4,10,56.87
2024-04-23,East,Electronics,248.2,2,0,496.39
2024-04-23,East,Clothing,59.96,2,0,119.93
2024-04-23,East,Clothing,48.68,4,0,194.71
2024-04-23,South,Clothing,35.6,4,15,121.06
2024-04-23,South,Home & Garden,93.56,3,10,252.61
2024-04-23,West,Clothing,52.52,3,0,157.55
2024-04-24,East,Clothing,36.75,1,0,36.75
2024-04-24,South,Sports,48.9,2,0,97.79
2024-04-24,South,Books,18.9,1,0,18.9
2024-04-24,West,Clothing,33.66,4,0,134.63
2024-04-24,South,Electronics,224.07,4,0,896.27
2024-04-24,South,Clothing,61.9,2,0,123.79
2024-04-24,South,Home & Garden,103.97,4,0,415.86
2024-04-24,South,Electronics,248.88,1,0,248.88
2024-04-24,North,Books,24.77,3,0,74.3
2024-04-24,East,Home & Garden,95.78,4,0,383.13
2024-04-24,South,Electronics,288.34,3,5,821.77
2024-04-24,South,Home & Garden,67.46,1,0,67.46
2024-04-25,West,Sports,37.45,1,5,35.58
2024-04-25,North,Clothing,56.2,1,20,44.96
2024-04-25,North,Electronics,363.14,3,0,1089.43
2024-04-25,South,Clothing,49.49,1,0,49.49
2024-04-25,West,Clothing,49.04,3,0,147.12
2024-04-25,South,Electronics,333.39,3,0,1000.17
2024-04-25,North,Clothing,32.14,3,0,96.42
2024-04-25,East,Electronics,194.32,1,0,194.32
2024-04-25,East,Clothing,43.84,4,0,175.34
2024-04-25,North,Books,17.55,2,10,31.59
2024-04-26,West,Sports,59.45,1,0,59.45
2024-04-26,South,Sports,51.24,3,0,153.71
2024-04-26,West,Electronics,247.6,4,0,990.42
2024-04-26,East,Sports,72.28,4,0,289.13
2024-04-26,South,Books,19.14,3,20,45.93
2024-04-26,East,Electronics,191.43,3,0,574.28
2024-04-26,South,Home & Garden,88.37,4,0,353.5
2024-04-26,North,Clothing,44.84,3,15,114.35
2024-04-26,West,Electronics,279.26,4,0,1117.04
2024-04-26,East,Clothing,47.89,2,0,95.79
2024-04-26,West,Electronics,267.57,2,0,535.15
2024-04-26,North,Sports,87.49,1,0,87.49
2024-04-26,North,Books,17.53,4,0,70.12
2024-04-26,East,Clothing,28.33,4,0,113.31
2024-04-26,North,Home & Garden,89.35,2,20,142.95
2024-04-26,East,Clothing,38.88,2,0,77.75
2024-04-26,East,Electronics,284.69,2,10,512.45
2024-04-27,South,Home & Garden,85.61,1,0,85.61
2024-04-27,North,Sports,48.7,2,0,97.4
2024-04-27,East,Electronics,242.9,3,10,655.83
2024-04-27,West,Books,25.81,2,0,51.61
2024-04-27,West,Electronics,222.71,3,15,567.92
2024-04-27,South,Clothing,44.98,2,0,89.96
2024-04-27,North,Sports,62.1,2,5,117.99
2024-04-27,East,Clothing,41.47,1,0,41.47
2024-04-27,East,Electronics,233.77,3,0,701.32
2024-04-27,East,Home & Garden,124.13,4,0,496.52
2024-04-27,North,Books,20.4,1,0,20.4
2024-04-27,North,Books,17.63,2,0,35.27
2024-04-27,North,Books,16.44,3,5,46.86
2024-04-27,North,Clothing,39.3,3,0,117.9
2024-04-27,South,Clothing,47.7,3,0,143.1
2024-04-27,South,Sports,52.89,3,10,142.8
2024-04-27,South,Clothing,55.29,3,0,165.88
2024-04-27,East,Clothing,42.23,4,0,168.9
2024-04-27,South,Electronics,295.95,1,0,295.95
2024-04-27,East,Books,16.24,4,15,55.22
2024-04-27,North,Electronics,346.03,4,20,1107.31
2024-04-28,North,Clothing,45.22,1,0,45.22
2024-04-28,North,Electronics,225.01,4,0,900.04
2024-04-28,South,Clothing,58.17,2,0,116.33
2024-04-28,East,Sports,51.8,1,0,51.8
2024-04-28,East,Clothing,42.87,3,20,102.89
2024-04-28,East,Sports,58.7,3,5,167.31
2024-04-28,North,Electronics,260.71,2,0,521.43
2024-04-28,North,Sports,68.81,4,0,275.23
2024-04-28,East,Electronics,403.74,4,0,1614.97
2024-04-28,East,Electronics,298.84,2,5,567.8
2024-04-28,South,Sports,37.19,3,0,111.58
2024-04-28,North,Clothing,20.16,1,0,20.16
2024-04-28,South,Clothing,44.01,4,0,176.02
2024-04-28,West,Electronics,388.17,4,0,1552.67
2024-04-28,East,Books,10.29,2,10,18.53
2024-04-28,South,Sports,37.39,2,0,74.78
2024-04-28,East,Sports,38.64,1,0,38.64
2024-04-28,West,Home & Garden,118.23,4,0,472.93
2024-04-28,East,Sports,64.29,3,0,192.86
2024-04-28,East,Clothing,47.12,3,0,141.36
2024-04-28,South,Clothing,65.34,3,0,196.01
2024-04-28,South,Sports,84.62,1,0,84.62
2024-04-28,West,Electronics,299.25,3,0,897.74
2024-04-28,South,Clothing,50.19,2,10,90.34
2024-04-28,North,Clothing,46.67,1,0,46.67
2024-04-28,West,Electronics,239.3,4,0,957.19
2024-04-28,South,Electronics,254.63,3,0,763.88
2024-04-28,East,Home & Garden,81.93,2,0,163.87
2024-04-28,West,Sports,92.9,2,0,185.8
2024-04-28,East,Electronics,309.73,1,0,309.73
2024-04-29,North,Home & Garden,87.48,4,0,349.9
2024-04-29,West,Clothing,51.29,1,0,51.29
2024-04-29,South,Home & Garden,76.31,4,0,305.26
2024-04-29,North,Home & Garden,75.88,4,20,242.83
2024-04-29,East,Sports,38.13,2,0,76.27
2024-04-29,East,Clothing,46.42,4,0,185.67
2024-04-29,South,Books,27.87,1,5,26.48
2024-04-29,North,Clothing,41.11,1,0,41.11
2024-04-29,West,Electronics,277.71,3,0,833.12
2024-04-29,West,Clothing,47.05,3,15,119.97
2024-04-29,South,Home & Garden,121.04,2,5,229.98
2024-04-29,East,Home & Garden,45.88,4,0,183.52
2024-04-29,North,Electronics,301.06,3,0,903.19
2024-04-29,North,Sports,44.74,1,0,44.74
2024-04-29,North,Sports,64.31,3,20,154.34
2024-04-29,East,Electronics,308.98,1,0,308.98
2024-04-29,East,Clothing,40.5,1,10,36.45
2024-04-29,South,Books,10.82,4,0,43.29
2024-04-29,West,Electronics,259.85,4,0,1039.41
2024-04-29,East,Electronics,262.18,4,0,1048.74
2024-04-29,South,Electronics,360.61,2,5,685.16
2024-04-30,South,Sports,78.73,2,5,149.58
2024-04-30,West,Electronics,194.64,3,0,583.93
2024-04-30,West,Clothing,37.97,2,0,75.94
2024-04-30,West,Home & Garden,47.57,4,0,190.28
2024-04-30,West,Home & Garden,53.2,4,10,191.54
2024-04-30,East,Home & Garden,55.82,4,5,212.13
2024-04-30,North,Clothing,38.63,1,0,38.63
2024-04-30,East,Electronics,87.46,3,0,262.39
2024-04-30,West,Electronics,339.37,1,0,339.37
2024-05-01,East,Home & Garden,88.34,1,0,88.34
2024-05-01,South,Electronics,188.46,2,0,376.92
